Current Time,Latitude,Longitude,Time,GPS_Altitude,GPS_Speed,Number of Satellites
2019-05-18 16:11,46.009579,-72.734657,1015236,945.400024,31.669199,8
2019-05-18 16:11,46.009602,-72.734642,1015295,943.400024,31.669199,8
2019-05-18 16:11,46.009602,-72.734642,1015353,943.400024,33.743439,8
2019-05-18 16:11,46.009602,-72.734642,10154116578,927.299988,37.725239,8
2019-05-18 16:11,46.009628,-72.734505,1016636,927.299988,37.725239,8
2019-05-18 16:11,46.009666,-72.734482,1016695,922.400024,37.725239,8
2019-05-18 16:11,46.009666,-72.734482,1016753,922.400024,35.632481,8
2019-05-18 16:11,46.009666,-72.734482,1016811,922.400024,35.632481,8
2019-05-18 16:11,46.009693,-72.734467,1016928,917.400024,31.872919,9
2019-05-18 16:11,46.009693,-72.734467,1016986,917.400024,31.872919,9
2019-05-18 16:11,46.009693,-72.734467,1017045,917.400024,31.872919,9
2019-05-18 16:11,46.009655,-72.734467,1017103,914.799988,31.872919,9
2019-05-18 16:11,46.009655,-72.734467,1017161,914.799988,30.020920,9
2019-05-18 16:11,46.009655,-72.734467,1017220,914.799988,30.020920,9
2019-05-18 16:11,46.009682,-72.734459,1017278,912.500000,30.020920,9
2019-05-18 16:11,46.009682,-72.734459,1017336,912.500000,28.150400,9
2019-05-18 16:11,46.009804,-72.734352,1017978,913.900024,23.187040,9
2019-05-18 16:11,46.009804,-72.734352,1018036,913.900024,23.187040,9
2019-05-18 16:11,46.009789,-72.734299,1018095,896.900024,23.187040,9
2019-05-18 16:11,46.010262,-72.734047,1019164,824.700012,19.742321,9
2019-05-18 16:11,46.010262,-72.734047,1019203,824.700012,19.742321,9
2019-05-18 16:11,46.010334,-72.733986,1019261,816.599976,19.742321,9
2019-05-18 16:11,46.010334,-72.733986,1019320,816.599976,19.742321,9
2019-05-18 16:11,46.010334,-72.733986,1019378,8500000,31.187681,9
2019-05-18 16:11,46.010433,-72.734154,1020545,813.500000,31.946999,9
2019-05-18 16:11,46.010433,-72.734154,1020603,813.500000,31.946999,9
2019-05-18 16:11,46.010494,-72.734177,1020661,807.000000,31.946999,9
2019-05-18 16:11,46.010494,-72.734177,1020720,807.000000,31.946999,9
2019-05-18 16:11,46.010494010620,-72.734032,1021945,784.000000,51.559677,8
2019-05-18 16:11,46.010620,-72.734032,1022003,784.000000,51.559677,8
2019-05-18 16:11,46.010651,-72.734016,1022085,782.599976,51.559677,8
2019-05-18 16:11,46.010651,-72.734016,1022120,782.599976,51.559677,8
2019-05-18 16:11,46.010723,-72.733948,1022528,774.000000,53.152401,8
2019-05-18 16:11,46.010723,-72.733948,1022586,774.000000,53.152401,8
2019-05-18 16:11,46.010723,-72.733948,1022645,774.000000,53.152401,8
